interval-query results
<3393.569787, 2192.241177, 6, 2.827200, 3.700000, 3>
<2659.837535, 1937.333195, 3, 2.023000, 3.000000, 2>
<2622.446984, 1831.042838, 5, 3.095500, 2.800000, 2>
<2832.976521, 1823.956556, 6, 2.513700, 3.700000, 3>
skyline results
<100000.000000, 11000000.000000, 195, 1.809900, 6.000000, 563>
<3739.972548, 3748.916129, 14, 0.456100, 6.000000, 216>
<10000.000000, 9112.958088, 20, 0.848000, 7.200000, 194>
<3605.682588, 3772.321254, 148, 1.258700, 7.146000, 140>
<3654.176609, 3035.622757, 14, 3.114600, 5.300000, 65>
<4857.868272, 4094.384416, 12, 3.814100, 5.300000, 89>
<4145.595451, 2721.418371, 2, 0.014300, 0.000000, 0>
<3546.683003, 2984.509684, 85, 0.970100, 6.000000, 68>
<3487.201211, 4490.643489, 422, 0.662000, 6.911000, 118>
<4952.819535, 7710.491181, 410, 6.174900, 5.700000, 20>
<2494.081890, 2436.340471, 9, 0.762500, 6.000000, 120>
<4257.047650, 4541.485808, 7, 0.315400, 5.980000, 126>
<1463.445076, 1577.680219, 88, 0.084400, 5.200000, 11>
<4270.175417, 4905.002051, 13, 0.028900, 6.000000, 10>
<1696.647740, 1736.606126, 3, 0.750600, 7.200000, 161>
<3400.383402, 3341.174573, 25, 0.792700, 5.800000, 55>
<2149.500015, 2338.972335, 13, 2.276300, 5.700000, 97>
<3730.557782, 6660.311149, 12, 5.340300, 5.200000, 46>
<2368.072966, 2269.323397, 11, 0.934200, 5.600000, 42>
<4555.545704, 4174.604672, 6, 2.305300, 5.065000, 62>
<1463.464969, 1562.920266, 15, 1.683100, 5.700000, 45>
<2509.546227, 2994.748018, 22, 2.232400, 5.600000, 50>
<3060.867529, 2374.311236, 15, 0.763400, 4.200000, 28>
<1551.207450, 1735.671957, 31, 1.663600, 5.800000, 76>
<1493.449518, 1726.183761, 13, 0.926100, 5.385000, 48>
<1925.036285, 1790.789274, 16, 1.673900, 5.400000, 24>
<4311.597200, 4782.559157, 72, 0.518500, 6.600000, 150>
<4562.597304, 2710.919380, 88, 0.769300, 3.500000, 21>
<4179.410854, 3906.280658, 66, 0.534700, 5.000000, 14>
<4650.208295, 4549.760878, 12, 0.021400, 5.300000, 3>
<793.058215, 717.211732, 11, 0.168100, 6.400000, 37>
<834.091467, 667.905624, 26, 0.717700, 4.500000, 18>
<2234.171968, 2140.221551, 6, 0.155700, 6.400000, 27>
<3078.271528, 3451.946772, 7, 0.096300, 6.600000, 31>
<4705.273470, 4777.604579, 71, 0.969500, 5.200000, 10>
<2024.029244, 2406.753683, 52, 1.740700, 5.600000, 23>
<435.992416, 508.050073, 1, 0.141200, 6.500000, 128>
<2868.441834, 2424.401141, 6, 0.295300, 5.600000, 45>
<2409.350746, 2404.750232, 55, 1.925700, 5.600000, 12>
<238.770576, 262.296761, 35, 0.101600, 5.200000, 8>
<2211.014694, 2014.796041, 2, 0.026100, 5.600000, 29>
<1741.962269, 2023.501934, 2, 0.016800, 5.100000, 21>
<427.986262, 476.163684, 2, 0.040400, 5.300000, 40>
<165.439983, 95.295749, 4, 0.100500, 4.700000, 19>
<2711.569138, 1874.790148, 12, 4.037000, 4.300000, 11>
<2386.437956, 2317.606156, 120, 1.359900, 5.600000, 21>
<3636.047091, 3163.857342, 15, 2.560500, 5.700000, 33>
<4543.242981, 5400.197204, 71, 0.491300, 5.100000, 24>
<1456.134965, 860.523689, 2, 0.722700, 4.200000, 8>
<4773.245183, 5116.874369, 33, 0.916900, 5.750000, 18>
<130.421103, 125.531261, 7, 0.447800, 6.200000, 64>
<1430.318055, 1131.537645, 60, 1.093900, 4.600000, 6>
<3926.532689, 4087.889403, 15, 0.857100, 5.000000, 2>
<4409.055072, 3020.979605, 14, 0.307600, 4.200000, 14>
<825.362499, 919.885735, 15, 1.168500, 6.300000, 45>
<4168.660660, 4897.749757, 12, 1.306000, 5.100000, 12>
<4214.491791, 3695.625281, 16, 1.500600, 5.700000, 31>
<3819.922670, 3630.107460, 6, 0.328200, 6.100000, 58>
<1077.837600, 1056.417899, 40, 0.120600, 5.000000, 14>
<3586.213817, 3651.885200, 12, 0.717200, 5.843000, 35>
<4631.527128, 2961.326201, 8, 1.233000, 0.000000, 0>
<3712.952105, 2083.428768, 10, 1.864100, 4.300000, 3>
<2531.971927, 2779.244381, 2, 0.007100, 5.900000, 11>
<3715.498099, 4137.702378, 37, 2.660100, 5.200000, 14>
<4057.393395, 3327.863067, 14, 1.573300, 5.800000, 16>
<794.813401, 704.753683, 88, 0.238500, 5.400000, 17>
<1910.954711, 2097.956838, 124, 1.044000, 6.600000, 16>
<2096.369496, 1932.855686, 3, 0.276100, 5.700000, 59>
<4435.581490, 4497.586838, 11, 0.064500, 5.900000, 19>
<4139.538750, 3201.533626, 11, 2.136000, 4.800000, 9>
<3082.931907, 2914.924678, 22, 0.214000, 6.500000, 64>
<2355.114887, 2571.202780, 6, 0.128900, 6.500000, 69>
<748.009657, 795.849516, 5, 0.014300, 5.700000, 27>
<4974.801269, 3565.239679, 2, 0.114000, 3.800000, 6>
<3013.470318, 3411.518091, 5, 0.038900, 5.200000, 4>
<2617.731660, 2766.359579, 4, 0.055700, 6.200000, 82>
<1860.521083, 1711.046255, 17, 1.468900, 5.400000, 18>
<373.730682, 368.079741, 5, 0.014300, 5.800000, 47>
<782.170213, 728.858206, 11, 0.116600, 5.500000, 21>
<3460.682167, 3256.965472, 90, 0.545300, 6.700000, 23>
<3007.682171, 3725.138840, 12, 1.806700, 6.600000, 87>
<1953.641821, 1786.461052, 16, 1.984700, 5.300000, 27>
<4097.210121, 3033.730008, 13, 1.485900, 4.900000, 22>
<4679.658497, 2950.241587, 14, 2.219700, 4.100000, 23>
<586.098194, 539.326333, 29, 0.110600, 5.300000, 14>
<4802.896492, 5715.722368, 2, 2.688200, 5.900000, 10>
<4071.275615, 3350.638094, 8, 0.108800, 5.700000, 11>
<2725.719471, 2228.296516, 15, 0.761500, 4.900000, 14>
<3656.509473, 2938.942494, 48, 2.512700, 5.800000, 32>
<1563.478535, 1692.240917, 16, 1.061900, 5.500000, 21>
<2963.444110, 2935.370814, 1, 0.000000, 5.000000, 6>
<4252.782782, 2458.726269, 16, 0.119300, 4.100000, 6>
<2855.099946, 2634.972334, 5, 0.021400, 5.500000, 11>
<4710.761085, 2914.855849, 4, 0.116700, 3.000000, 4>
<4957.908927, 3533.496640, 50, 0.199900, 1.000000, 1>
<3302.122425, 3817.954998, 80, 0.716000, 5.400000, 15>
<1623.601965, 1299.510348, 29, 2.413200, 3.300000, 3>
<4045.203115, 3110.196138, 12, 0.937300, 4.700000, 5>
<2594.314531, 2537.466766, 14, 0.845100, 5.200000, 24>
<161.830054, 99.705620, 4, 0.205100, 4.600000, 12>
<944.048302, 1058.427479, 12, 0.086800, 5.600000, 7>
<4987.257039, 5347.427297, 7, 0.187900, 5.800000, 23>
<4234.178857, 5065.755343, 6, 0.007100, 5.500000, 10>
<348.690435, 292.431568, 11, 2.317500, 3.700000, 14>
<2416.063905, 2362.782956, 9, 0.162400, 6.100000, 22>
<3100.413882, 2132.104029, 17, 0.201800, 4.700000, 17>
<863.702781, 485.423225, 16, 1.198500, 4.700000, 7>
<3961.612938, 3176.542504, 3, 0.014300, 4.700000, 7>
<4546.122841, 4169.839414, 1, 0.014300, 6.200000, 14>
<2268.589827, 1876.216204, 2, 0.014300, 4.500000, 4>
<2773.110992, 1905.663675, 1, 0.014300, 3.600000, 5>
<124.319154, 132.865898, 11, 0.037900, 5.000000, 10>
<4129.782769, 2800.873679, 56, 0.107100, 3.500000, 4>
<3435.522873, 4060.129037, 17, 1.669200, 5.000000, 13>
<2797.795152, 2608.149116, 77, 0.014300, 5.600000, 14>
<764.932944, 643.258660, 25, 0.046500, 6.000000, 15>
<4615.689318, 3355.969275, 39, 0.039300, 4.500000, 2>
<980.579660, 667.105060, 14, 1.304500, 4.900000, 5>
<4179.488093, 3858.467330, 24, 0.007100, 5.900000, 4>
<361.273620, 218.160261, 42, 0.028100, 3.000000, 2>
<2287.676184, 2666.463455, 27, 0.085800, 5.000000, 4>
<4883.819288, 4985.141870, 12, 1.913100, 5.000000, 2>
<3481.729324, 3087.350780, 11, 0.021400, 5.000000, 2>
<4843.130070, 3628.183578, 6, 0.000000, 3.000000, 2>
<3793.275239, 3273.191270, 29, 1.309300, 5.500000, 4>
<3967.286200, 4021.291780, 28, 2.003900, 5.800000, 4>
<2716.132960, 2800.705078, 17, 0.075900, 5.700000, 3>
<3633.855322, 4433.312471, 40, 0.040900, 7.000000, 2>
<4966.259040, 4085.370908, 27, 0.033800, 0.000000, 0>
<1407.522398, 1178.866907, 5, 0.093500, 5.200000, 5>
<527.858626, 394.425956, 22, 0.090500, 3.500000, 5>
<3333.378344, 3739.627837, 3, 1.340300, 5.200000, 5>
<3667.790557, 2802.354700, 10, 0.097700, 3.000000, 3>
<2424.933525, 1393.005776, 9, 1.484400, 4.000000, 3>
<3925.543824, 5600.676976, 14, 0.025600, 8.000000, 1>
<2259.968499, 1968.005205, 26, 0.204600, 5.675000, 20>
<3521.734515, 3922.157706, 6, 1.471000, 5.000000, 2>
<4013.853299, 3200.412414, 13, 0.114600, 4.700000, 3>
<1398.996581, 1136.794173, 8, 1.925800, 3.000000, 3>
<1850.151622, 1441.143099, 17, 1.547800, 4.700000, 3>
<4741.064914, 3319.015455, 50, 2.394900, 4.200000, 5>
<1114.270493, 1118.298607, 82, 0.031100, 5.700000, 10>
<1983.032660, 1740.528570, 6, 1.584400, 5.300000, 5>
<3359.855878, 2609.027846, 14, 0.100100, 4.500000, 2>
<499.166191, 417.775142, 10, 0.081500, 6.000000, 7>
<3709.797785, 3877.412480, 12, 0.014300, 5.400000, 5>
<3042.895212, 2825.220954, 23, 0.028600, 5.600000, 14>
<3308.420605, 3717.689600, 5, 0.083200, 6.200000, 9>
<4123.921625, 4265.816031, 15, 1.715900, 6.300000, 14>
<2310.907526, 2697.606866, 4, 0.007100, 5.000000, 5>
<4184.007051, 4621.156027, 46, 0.112700, 5.800000, 9>
<4259.162049, 4027.243445, 15, 1.764300, 5.500000, 14>
<4859.145786, 4671.441041, 15, 2.354800, 5.300000, 10>
<1292.266088, 1119.090410, 44, 0.195900, 5.975000, 20>
<4910.629770, 3837.125101, 5, 0.156000, 4.000000, 1>
<2070.438873, 1178.602081, 16, 0.007100, 4.000000, 1>
<4233.525908, 4837.642164, 17, 2.407300, 5.000000, 4>
<4699.198409, 4303.176466, 5, 0.051100, 6.200000, 2>
<1794.793710, 1490.435787, 12, 0.851200, 4.200000, 2>
<3003.665197, 1722.378808, 18, 0.084600, 4.000000, 2>
<4357.775619, 4431.944672, 12, 0.000000, 5.500000, 2>
<3744.724093, 3471.640847, 7, 0.175800, 5.500000, 12>
<4171.308432, 4379.269692, 41, 0.116500, 5.200000, 8>
<3104.667619, 3002.188840, 14, 0.085700, 5.100000, 10>
<975.918476, 900.552735, 18, 2.212300, 5.000000, 11>
<2857.864558, 3206.878605, 16, 0.066200, 5.400000, 9>
<2224.719399, 1546.580287, 1, 0.045300, 3.700000, 7>
<1433.766364, 1653.725856, 7, 0.059600, 6.400000, 14>
<3814.971107, 4419.402207, 33, 0.040400, 6.000000, 1>
<3344.572700, 2286.038808, 6, 0.298800, 4.800000, 2>
<4365.319540, 4015.256081, 12, 1.565200, 5.000000, 4>
<107.073287, 102.552159, 16, 2.144200, 5.200000, 4>
<1848.052088, 1412.362586, 12, 0.048000, 4.800000, 11>
<3060.578933, 3032.742769, 7, 2.965300, 5.100000, 26>
<472.328041, 546.546960, 8, 0.049200, 6.200000, 13>
<3208.233520, 3104.530538, 8, 0.025600, 6.800000, 11>
<2191.633134, 1483.906731, 16, 0.073700, 4.100000, 5>
<2102.518620, 2265.253829, 10, 0.053200, 5.200000, 21>
<3642.448870, 3051.712533, 1, 0.014300, 4.800000, 11>
<4686.762515, 3456.639124, 1, 3.237500, 4.000000, 5>
<4498.928173, 3641.066916, 1, 0.014300, 3.300000, 3>
<3852.382373, 3861.808858, 1, 0.014300, 5.600000, 5>
<1257.698946, 1240.252404, 2, 0.021400, 5.700000, 23>
<2845.962012, 2103.418819, 4, 0.014300, 4.000000, 1>
<3087.405291, 3378.115455, 2, 0.697300, 5.500000, 17>
<4354.495317, 2657.631760, 3, 0.000000, 3.400000, 5>
<3759.228369, 4327.375396, 3, 0.866500, 5.700000, 15>
<261.734935, 176.902940, 5, 0.056300, 4.600000, 5>
<559.500578, 352.564720, 2, 0.014300, 3.800000, 4>
<3292.146532, 3149.251725, 13, 0.021800, 5.000000, 3>
<4558.002646, 3638.691473, 6, 0.787100, 4.800000, 12>
<3934.951732, 4433.660426, 11, 0.870300, 5.000000, 4>
<4847.470574, 4465.186839, 6, 0.039300, 5.200000, 5>
<4655.801829, 5103.919005, 14, 1.117800, 5.000000, 3>
<4963.128345, 3572.310225, 1, 0.007100, 4.500000, 2>
<4617.550908, 4516.014999, 4, 0.014300, 5.800000, 6>
<2866.233877, 1920.220279, 7, 0.014300, 4.000000, 6>
<2936.883439, 2890.053911, 4, 0.014300, 5.400000, 11>
<4960.047483, 4526.515008, 8, 0.258000, 5.000000, 6>
<2335.930669, 1855.377584, 4, 0.035700, 4.600000, 7>
<2365.593513, 2606.144113, 14, 0.028600, 5.000000, 10>
<3790.446436, 3666.819921, 5, 0.379600, 5.400000, 13>
<2664.180049, 2230.141293, 3, 0.230500, 4.300000, 9>
<3929.031028, 3220.433555, 3, 0.089500, 4.500000, 12>
<3663.173722, 4256.670465, 12, 0.049800, 5.700000, 9>
<4981.743848, 3459.457166, 1, 0.000000, 0.000000, 0>
<139.233981, 114.223004, 9, 0.038700, 4.200000, 6>
<2511.007219, 1954.139195, 8, 0.000000, 4.900000, 22>
<2982.148130, 1729.600109, 7, 0.126800, 4.600000, 8>
<4584.797372, 3643.269307, 4, 0.097300, 4.300000, 11>
<3726.280099, 3067.302819, 28, 0.135900, 4.300000, 3>
<161.768193, 113.795211, 10, 0.987700, 3.300000, 5>
<4986.906133, 3740.211316, 8, 0.196400, 3.500000, 4>
<2714.340875, 2674.111269, 4, 0.080600, 5.300000, 19>
<4978.119610, 3450.997941, 7, 0.214000, 3.700000, 7>
<3586.080829, 2060.253755, 3, 0.060500, 4.500000, 10>
<2976.351255, 3178.189331, 7, 0.014300, 5.700000, 12>
<4665.089712, 3838.776517, 5, 0.074400, 4.900000, 8>
<887.719582, 1138.466302, 15, 0.000000, 7.000000, 1>
<1453.266718, 1729.026513, 280, 1.783200, 6.000000, 4>
<2416.074498, 1457.201966, 10, 1.088500, 4.100000, 7>
<1914.807796, 2219.279388, 7, 0.962100, 5.100000, 14>
<4219.519375, 2842.140464, 15, 0.309600, 4.500000, 2>
<4850.954608, 4087.377081, 3, 0.014300, 6.000000, 1>
<4906.867480, 5635.183854, 24, 0.574900, 5.700000, 15>
<3849.393996, 2981.599906, 17, 3.397200, 4.000000, 2>
<4560.293454, 3265.125246, 17, 1.816600, 4.800000, 4>
<2798.802419, 2231.450085, 18, 0.078400, 4.000000, 3>
<4090.841159, 3396.862896, 8, 0.028600, 5.500000, 2>
<3525.138215, 2738.418530, 49, 0.032700, 3.500000, 5>
<2450.737439, 2635.072464, 102, 0.305900, 5.200000, 8>
<4825.630143, 4039.196244, 4, 0.016800, 4.600000, 5>
<4692.287046, 5583.056775, 56, 1.702800, 5.000000, 4>
<3842.542047, 2620.395247, 21, 2.104200, 4.400000, 5>
<1977.459221, 1761.894939, 13, 0.078900, 5.100000, 7>
<4981.244399, 4914.829106, 13, 0.049500, 7.000000, 3>
<1893.087461, 2144.137189, 90, 0.916400, 5.800000, 16>
<4547.566517, 3501.451512, 10, 1.522200, 4.600000, 10>
<4546.906892, 3872.882861, 12, 1.845200, 5.000000, 1>
<243.665449, 288.298097, 150, 0.186400, 5.200000, 8>
<4798.093153, 5687.970593, 1, 0.000000, 6.000000, 2>
<4818.821308, 3029.647253, 6, 2.793300, 4.300000, 7>
<4880.993527, 3934.528906, 2, 0.000000, 5.000000, 1>
<409.124597, 246.939726, 18, 0.007100, 4.700000, 3>
<2880.404013, 2674.212251, 2, 0.007100, 5.000000, 3>
<3699.912954, 2197.849228, 15, 0.021400, 3.700000, 3>
<4996.199458, 4719.448495, 1, 0.051100, 6.000000, 1>
<4581.996185, 3843.720019, 2, 0.048600, 4.000000, 1>
<4858.304393, 4841.002168, 3, 0.100000, 5.000000, 2>
<788.930720, 513.468657, 6, 0.000000, 4.000000, 2>
<4841.205205, 4718.163616, 12, 0.159800, 6.200000, 5>
<3578.392550, 4018.732198, 1, 0.097100, 5.000000, 4>
